area_code,year,scottish_health_survey_indicator,sex,percentage
S12000027,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,89
S12000027,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,86
S12000027,2015-2018,Obesity: Not obese,All,62
S12000027,2015-2018,Obesity: Not obese,Female,62
S12000027,2015-2018,Obesity: Not obese,Male,62
S12000027,2015-2018,Obesity: Obese,All,38
S12000027,2015-2018,Obesity: Obese,Female,38
S12000027,2015-2018,Obesity: Obese,Male,38
S12000027,2015-2018,Overweight: Not overweight or obese,All,28
S12000027,2015-2018,Overweight: Not overweight or obese,Female,32
S12000027,2015-2018,Overweight: Not overweight or obese,Male,24
S12000027,2015-2018,Overweight: Overweight (including obese),All,72
S12000027,2015-2018,Overweight: Overweight (including obese),Female,68
S12000027,2015-2018,Overweight: Overweight (including obese),Male,76
S12000027,2015-2018,Summary activity levels: Low activity,All,4
S12000027,2015-2018,Summary activity levels: Low activity,Female,5
S12000027,2015-2018,Summary activity levels: Low activity,Male,3
S12000027,2015-2018,Summary activity levels: Meets recommendations,All,62
S12000027,2015-2018,Summary activity levels: Meets recommendations,Female,58
S12000027,2015-2018,Summary activity levels: Meets recommendations,Male,66
S12000027,2015-2018,Summary activity levels: Some activity,All,13
S12000027,2015-2018,Summary activity levels: Some activity,Female,14
S12000027,2015-2018,Summary activity levels: Some activity,Male,12
S12000027,2015-2018,Summary activity levels: Very low activity,All,21
S12000027,2015-2018,Summary activity levels: Very low activity,Female,24
S12000027,2015-2018,Summary activity levels: Very low activity,Male,18
S12000027,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,13
S12000027,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,14
S12000027,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,12
S12000027,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,87
S12000027,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,86
S12000027,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,88
S12000027,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,38
S12000027,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,39
S12000027,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,37
S12000027,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,25
S12000027,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,21
S12000027,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,29
S12000027,2016-2019,Life satisfaction: Mode (8),All,37
S12000027,2016-2019,Life satisfaction: Mode (8),Female,40
S12000027,2016-2019,Life satisfaction: Mode (8),Male,34
S12000027,2016-2019,Obesity: Not obese,All,66
S12000027,2016-2019,Obesity: Not obese,Female,65
S12000027,2016-2019,Obesity: Not obese,Male,67
S12000027,2016-2019,Obesity: Obese,All,34
S12000027,2016-2019,Obesity: Obese,Female,35
S12000027,2016-2019,Obesity: Obese,Male,33
S12000027,2016-2019,Overweight: Not overweight or obese,All,32
S12000027,2016-2019,Overweight: Not overweight or obese,Female,34
S12000027,2016-2019,Overweight: Not overweight or obese,Male,30
S12000027,2016-2019,Overweight: Overweight (including obese),All,68
S12000027,2016-2019,Overweight: Overweight (including obese),Female,66
S12000027,2016-2019,Overweight: Overweight (including obese),Male,70
S12000027,2016-2019,Summary activity levels: Low activity,All,4
S12000027,2016-2019,Summary activity levels: Low activity,Female,4
S12000027,2016-2019,Summary activity levels: Low activity,Male,4
S12000027,2016-2019,Summary activity levels: Meets recommendations,All,62
S12000027,2016-2019,Summary activity levels: Meets recommendations,Female,60
S12000027,2016-2019,Summary activity levels: Meets recommendations,Male,65
S12000027,2016-2019,Summary activity levels: Some activity,All,11
S12000027,2016-2019,Summary activity levels: Some activity,Female,12
S12000027,2016-2019,Summary activity levels: Some activity,Male,11
S12000027,2016-2019,Summary activity levels: Very low activity,All,22
S12000027,2016-2019,Summary activity levels: Very low activity,Female,24
S12000027,2016-2019,Summary activity levels: Very low activity,Male,20
S12000028,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,20
S12000028,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,20
S12000028,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,20
S12000028,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,80
S12000028,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,80
S12000028,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,80
S12000028,2015-2018,Summary activity levels: Low activity,All,2
S12000028,2015-2018,Summary activity levels: Low activity,Female,3
S12000028,2015-2018,Summary activity levels: Low activity,Male,1
S12000028,2015-2018,Summary activity levels: Meets recommendations,All,61
S12000028,2015-2018,Summary activity levels: Meets recommendations,Female,57
S12000028,2015-2018,Summary activity levels: Meets recommendations,Male,66
S12000028,2015-2018,Summary activity levels: Some activity,All,10
S12000028,2015-2018,Summary activity levels: Some activity,Female,12
S12000028,2015-2018,Summary activity levels: Some activity,Male,8
S12000028,2015-2018,Summary activity levels: Very low activity,All,27
S12000028,2015-2018,Summary activity levels: Very low activity,Female,28
S12000028,2015-2018,Summary activity levels: Very low activity,Male,25
S12000029,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,13
S12000029,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,11
S12000029,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,15
S12000029,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,87
S12000029,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,89
S12000029,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,85
S12000029,2015-2018,Obesity: Not obese,All,70
S12000029,2015-2018,Obesity: Not obese,Female,71
S12000029,2015-2018,Obesity: Not obese,Male,69
S12000029,2015-2018,Obesity: Obese,All,30
S12000029,2015-2018,Obesity: Obese,Female,29
S12000029,2015-2018,Obesity: Obese,Male,31
S12000029,2015-2018,Overweight: Not overweight or obese,All,33
S12000029,2015-2018,Overweight: Not overweight or obese,Female,35
S12000029,2015-2018,Overweight: Not overweight or obese,Male,31
S12000029,2015-2018,Overweight: Overweight (including obese),All,67
S12000029,2015-2018,Overweight: Overweight (including obese),Female,65
S12000029,2015-2018,Overweight: Overweight (including obese),Male,69
S12000029,2015-2018,Summary activity levels: Low activity,All,5
S12000029,2015-2018,Summary activity levels: Low activity,Female,6
S12000029,2015-2018,Summary activity levels: Low activity,Male,4
S12000029,2015-2018,Summary activity levels: Meets recommendations,All,62
S12000029,2015-2018,Summary activity levels: Meets recommendations,Female,59
S12000029,2015-2018,Summary activity levels: Meets recommendations,Male,64
S12000029,2015-2018,Summary activity levels: Some activity,All,11
S12000029,2015-2018,Summary activity levels: Some activity,Female,12
S12000029,2015-2018,Summary activity levels: Some activity,Male,10
S12000029,2015-2018,Summary activity levels: Very low activity,All,22
S12000029,2015-2018,Summary activity levels: Very low activity,Female,23
S12000029,2015-2018,Summary activity levels: Very low activity,Male,21
S12000029,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,13
S12000029,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,11
S12000029,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,16
S12000029,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,87
S12000029,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,89
S12000029,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,84
S12000029,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,30
S12000029,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,32
S12000029,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,27
S12000029,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,38
S12000029,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,36
S12000029,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,39
S12000029,2016-2019,Life satisfaction: Mode (8),All,33
S12000029,2016-2019,Life satisfaction: Mode (8),Female,32
S12000029,2016-2019,Life satisfaction: Mode (8),Male,33
S12000029,2016-2019,Obesity: Not obese,All,69
S12000029,2016-2019,Obesity: Not obese,Female,71
S12000029,2016-2019,Obesity: Not obese,Male,66
S12000029,2016-2019,Obesity: Obese,All,31
S12000029,2016-2019,Obesity: Obese,Female,29
S12000029,2016-2019,Obesity: Obese,Male,34
S12000029,2016-2019,Overweight: Not overweight or obese,All,31
S12000029,2016-2019,Overweight: Not overweight or obese,Female,34
S12000029,2016-2019,Overweight: Not overweight or obese,Male,27
S12000029,2016-2019,Overweight: Overweight (including obese),All,69
S12000029,2016-2019,Overweight: Overweight (including obese),Female,66
S12000029,2016-2019,Overweight: Overweight (including obese),Male,73
S12000029,2016-2019,Summary activity levels: Low activity,All,5
S12000029,2016-2019,Summary activity levels: Low activity,Female,7
S12000029,2016-2019,Summary activity levels: Low activity,Male,3
S12000029,2016-2019,Summary activity levels: Meets recommendations,All,61
S12000029,2016-2019,Summary activity levels: Meets recommendations,Female,56
S12000029,2016-2019,Summary activity levels: Meets recommendations,Male,67
S12000029,2016-2019,Summary activity levels: Some activity,All,11
S12000029,2016-2019,Summary activity levels: Some activity,Female,13
S12000029,2016-2019,Summary activity levels: Some activity,Male,10
S12000029,2016-2019,Summary activity levels: Very low activity,All,22
S12000029,2016-2019,Summary activity levels: Very low activity,Female,25
S12000029,2016-2019,Summary activity levels: Very low activity,Male,20
S12000033,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,14
S12000033,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,13
S12000033,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,15
S12000033,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,86
S12000033,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,87
S12000033,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,85
S12000033,2015-2018,Obesity: Not obese,All,77
S12000033,2015-2018,Obesity: Not obese,Female,77
S12000033,2015-2018,Obesity: Not obese,Male,77
S12000033,2015-2018,Obesity: Obese,All,23
S12000033,2015-2018,Obesity: Obese,Female,23
S12000033,2015-2018,Obesity: Obese,Male,23
S12000033,2015-2018,Overweight: Not overweight or obese,All,41
S12000033,2015-2018,Overweight: Not overweight or obese,Female,45
S12000033,2015-2018,Overweight: Not overweight or obese,Male,37
S12000033,2015-2018,Overweight: Overweight (including obese),All,59
S12000033,2015-2018,Overweight: Overweight (including obese),Female,55
S12000033,2015-2018,Overweight: Overweight (including obese),Male,63
S12000033,2015-2018,Summary activity levels: Low activity,All,4
S12000033,2015-2018,Summary activity levels: Low activity,Female,5
S12000033,2015-2018,Summary activity levels: Low activity,Male,3
S12000033,2015-2018,Summary activity levels: Meets recommendations,All,67
S12000033,2015-2018,Summary activity levels: Meets recommendations,Female,63
S12000033,2015-2018,Summary activity levels: Meets recommendations,Male,72
S12000033,2015-2018,Summary activity levels: Some activity,All,9
S12000033,2015-2018,Summary activity levels: Some activity,Female,10
S12000033,2015-2018,Summary activity levels: Some activity,Male,9
S12000033,2015-2018,Summary activity levels: Very low activity,All,19
S12000033,2015-2018,Summary activity levels: Very low activity,Female,22
S12000033,2015-2018,Summary activity levels: Very low activity,Male,16
S12000033,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,13
S12000033,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,11
S12000033,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,16
S12000033,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,87
S12000033,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,89
S12000033,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,84
S12000033,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,33
S12000033,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,34
S12000033,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,31
S12000033,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,36
S12000033,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,35
S12000033,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,39
S12000033,2016-2019,Life satisfaction: Mode (8),All,31
S12000033,2016-2019,Life satisfaction: Mode (8),Female,31
S12000033,2016-2019,Life satisfaction: Mode (8),Male,30
S12000033,2016-2019,Obesity: Not obese,All,77
S12000033,2016-2019,Obesity: Not obese,Female,77
S12000033,2016-2019,Obesity: Not obese,Male,78
S12000033,2016-2019,Obesity: Obese,All,23
S12000033,2016-2019,Obesity: Obese,Female,23
S12000033,2016-2019,Obesity: Obese,Male,22
S12000033,2016-2019,Overweight: Not overweight or obese,All,41
S12000033,2016-2019,Overweight: Not overweight or obese,Female,45
S12000033,2016-2019,Overweight: Not overweight or obese,Male,36
S12000033,2016-2019,Overweight: Overweight (including obese),All,59
S12000033,2016-2019,Overweight: Overweight (including obese),Female,55
S12000033,2016-2019,Overweight: Overweight (including obese),Male,64
S12000033,2016-2019,Summary activity levels: Low activity,All,4
S12000033,2016-2019,Summary activity levels: Low activity,Female,5
S12000033,2016-2019,Summary activity levels: Low activity,Male,2
S12000033,2016-2019,Summary activity levels: Meets recommendations,All,70
S12000033,2016-2019,Summary activity levels: Meets recommendations,Female,64
S12000033,2016-2019,Summary activity levels: Meets recommendations,Male,77
S12000033,2016-2019,Summary activity levels: Some activity,All,9
S12000033,2016-2019,Summary activity levels: Some activity,Female,10
S12000033,2016-2019,Summary activity levels: Some activity,Male,7
S12000033,2016-2019,Summary activity levels: Very low activity,All,18
S12000033,2016-2019,Summary activity levels: Very low activity,Female,21
S12000033,2016-2019,Summary activity levels: Very low activity,Male,14
S12000034,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,17
S12000034,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,15
S12000034,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,18
S12000034,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,83
S12000034,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,85
S12000034,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,82
S12000034,2015-2018,Obesity: Not obese,All,67
S12000034,2015-2018,Obesity: Not obese,Female,66
S12000034,2015-2018,Obesity: Not obese,Male,68
S12000034,2015-2018,Obesity: Obese,All,33
S12000034,2015-2018,Obesity: Obese,Female,34
S12000034,2015-2018,Obesity: Obese,Male,32
S12000034,2015-2018,Overweight: Not overweight or obese,All,31
S12000034,2015-2018,Overweight: Not overweight or obese,Female,35
S12000034,2015-2018,Overweight: Not overweight or obese,Male,27
S12000034,2015-2018,Overweight: Overweight (including obese),All,69
S12000034,2015-2018,Overweight: Overweight (including obese),Female,65
S12000034,2015-2018,Overweight: Overweight (including obese),Male,73
S12000034,2015-2018,Summary activity levels: Low activity,All,5
S12000034,2015-2018,Summary activity levels: Low activity,Female,6
S12000034,2015-2018,Summary activity levels: Low activity,Male,4
S12000034,2015-2018,Summary activity levels: Meets recommendations,All,63
S12000034,2015-2018,Summary activity levels: Meets recommendations,Female,59
S12000034,2015-2018,Summary activity levels: Meets recommendations,Male,68
S12000034,2015-2018,Summary activity levels: Some activity,All,12
S12000034,2015-2018,Summary activity levels: Some activity,Female,13
S12000034,2015-2018,Summary activity levels: Some activity,Male,11
S12000034,2015-2018,Summary activity levels: Very low activity,All,20
S12000034,2015-2018,Summary activity levels: Very low activity,Female,22
S12000034,2015-2018,Summary activity levels: Very low activity,Male,17
S12000034,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,18
S12000034,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,17
S12000034,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,19
S12000034,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,82
S12000034,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,83
S12000034,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,81
S12000034,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,40
S12000034,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,41
S12000034,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,38
S12000034,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,27
S12000034,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,26
S12000034,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,28
S12000034,2016-2019,Life satisfaction: Mode (8),All,33
S12000034,2016-2019,Life satisfaction: Mode (8),Female,33
S12000034,2016-2019,Life satisfaction: Mode (8),Male,34
S12000034,2016-2019,Obesity: Not obese,All,67
S12000034,2016-2019,Obesity: Not obese,Female,66
S12000034,2016-2019,Obesity: Not obese,Male,68
S12000034,2016-2019,Obesity: Obese,All,33
S12000034,2016-2019,Obesity: Obese,Female,34
S12000034,2016-2019,Obesity: Obese,Male,32
S12000034,2016-2019,Overweight: Not overweight or obese,All,30
S12000034,2016-2019,Overweight: Not overweight or obese,Female,34
S12000034,2016-2019,Overweight: Not overweight or obese,Male,27
S12000034,2016-2019,Overweight: Overweight (including obese),All,70
S12000034,2016-2019,Overweight: Overweight (including obese),Female,66
S12000034,2016-2019,Overweight: Overweight (including obese),Male,73
S12000034,2016-2019,Summary activity levels: Low activity,All,4
S12000034,2016-2019,Summary activity levels: Low activity,Female,5
S12000034,2016-2019,Summary activity levels: Low activity,Male,4
S12000034,2016-2019,Summary activity levels: Meets recommendations,All,63
S12000034,2016-2019,Summary activity levels: Meets recommendations,Female,59
S12000034,2016-2019,Summary activity levels: Meets recommendations,Male,67
S12000034,2016-2019,Summary activity levels: Some activity,All,11
S12000034,2016-2019,Summary activity levels: Some activity,Female,10
S12000034,2016-2019,Summary activity levels: Some activity,Male,12
S12000034,2016-2019,Summary activity levels: Very low activity,All,21
S12000034,2016-2019,Summary activity levels: Very low activity,Female,25
S12000034,2016-2019,Summary activity levels: Very low activity,Male,17
S12000036,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,11
S12000036,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,12
S12000036,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,9
S12000036,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,89
S12000036,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,88
S12000036,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,91
S12000036,2015-2018,Obesity: Not obese,All,81
S12000036,2015-2018,Obesity: Not obese,Female,80
S12000036,2015-2018,Obesity: Not obese,Male,82
S12000036,2015-2018,Obesity: Obese,All,19
S12000036,2015-2018,Obesity: Obese,Female,20
S12000036,2015-2018,Obesity: Obese,Male,18
S12000036,2015-2018,Overweight: Not overweight or obese,All,49
S12000036,2015-2018,Overweight: Not overweight or obese,Female,53
S12000036,2015-2018,Overweight: Not overweight or obese,Male,45
S12000036,2015-2018,Overweight: Overweight (including obese),All,51
S12000036,2015-2018,Overweight: Overweight (including obese),Female,47
S12000036,2015-2018,Overweight: Overweight (including obese),Male,55
S12000036,2015-2018,Summary activity levels: Low activity,All,3
S12000036,2015-2018,Summary activity levels: Low activity,Female,4
S12000036,2015-2018,Summary activity levels: Low activity,Male,2
S12000036,2015-2018,Summary activity levels: Meets recommendations,All,74
S12000036,2015-2018,Summary activity levels: Meets recommendations,Female,68
S12000036,2015-2018,Summary activity levels: Meets recommendations,Male,79
S12000036,2015-2018,Summary activity levels: Some activity,All,9
S12000036,2015-2018,Summary activity levels: Some activity,Female,12
S12000036,2015-2018,Summary activity levels: Some activity,Male,7
S12000036,2015-2018,Summary activity levels: Very low activity,All,14
S12000036,2015-2018,Summary activity levels: Very low activity,Female,17
S12000036,2015-2018,Summary activity levels: Very low activity,Male,12
S12000036,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,9
S12000036,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,11
S12000036,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,8
S12000036,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,91
S12000036,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,89
S12000036,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,92
S12000036,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,32
S12000036,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,33
S12000036,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,32
S12000036,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,34
S12000036,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,31
S12000036,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,37
S12000036,2016-2019,Life satisfaction: Mode (8),All,33
S12000036,2016-2019,Life satisfaction: Mode (8),Female,36
S12000036,2016-2019,Life satisfaction: Mode (8),Male,31
S12000036,2016-2019,Obesity: Not obese,All,81
S12000036,2016-2019,Obesity: Not obese,Female,81
S12000036,2016-2019,Obesity: Not obese,Male,81
S12000036,2016-2019,Obesity: Obese,All,19
S12000036,2016-2019,Obesity: Obese,Female,19
S12000036,2016-2019,Obesity: Obese,Male,19
S12000036,2016-2019,Overweight: Not overweight or obese,All,47
S12000036,2016-2019,Overweight: Not overweight or obese,Female,53
S12000036,2016-2019,Overweight: Not overweight or obese,Male,42
S12000036,2016-2019,Overweight: Overweight (including obese),All,53
S12000036,2016-2019,Overweight: Overweight (including obese),Female,47
S12000036,2016-2019,Overweight: Overweight (including obese),Male,58
S12000036,2016-2019,Summary activity levels: Low activity,All,3
S12000036,2016-2019,Summary activity levels: Low activity,Female,4
S12000036,2016-2019,Summary activity levels: Low activity,Male,1
S12000036,2016-2019,Summary activity levels: Meets recommendations,All,75
S12000036,2016-2019,Summary activity levels: Meets recommendations,Female,70
S12000036,2016-2019,Summary activity levels: Meets recommendations,Male,81
S12000036,2016-2019,Summary activity levels: Some activity,All,8
S12000036,2016-2019,Summary activity levels: Some activity,Female,10
S12000036,2016-2019,Summary activity levels: Some activity,Male,7
S12000036,2016-2019,Summary activity levels: Very low activity,All,14
S12000036,2016-2019,Summary activity levels: Very low activity,Female,16
S12000036,2016-2019,Summary activity levels: Very low activity,Male,11
S12000047,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,17
S12000047,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,15
S12000047,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,20
S12000047,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,83
S12000047,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,85
S12000047,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,80
S12000047,2015-2018,Obesity: Not obese,All,68
S12000047,2015-2018,Obesity: Not obese,Female,68
S12000047,2015-2018,Obesity: Not obese,Male,69
S12000047,2015-2018,Obesity: Obese,All,32
S12000047,2015-2018,Obesity: Obese,Female,32
S12000047,2015-2018,Obesity: Obese,Male,31
S12000047,2015-2018,Overweight: Not overweight or obese,All,31
S12000047,2015-2018,Overweight: Not overweight or obese,Female,34
S12000047,2015-2018,Overweight: Not overweight or obese,Male,28
S12000047,2015-2018,Overweight: Overweight (including obese),All,69
S12000047,2015-2018,Overweight: Overweight (including obese),Female,66
S12000047,2015-2018,Overweight: Overweight (including obese),Male,72
S12000047,2015-2018,Summary activity levels: Low activity,All,5
S12000047,2015-2018,Summary activity levels: Low activity,Female,5
S12000047,2015-2018,Summary activity levels: Low activity,Male,4
S12000047,2015-2018,Summary activity levels: Meets recommendations,All,63
S12000047,2015-2018,Summary activity levels: Meets recommendations,Female,58
S12000047,2015-2018,Summary activity levels: Meets recommendations,Male,68
S12000047,2015-2018,Summary activity levels: Some activity,All,11
S12000047,2015-2018,Summary activity levels: Some activity,Female,13
S12000047,2015-2018,Summary activity levels: Some activity,Male,8
S12000047,2015-2018,Summary activity levels: Very low activity,All,22
S12000047,2015-2018,Summary activity levels: Very low activity,Female,24
S12000047,2015-2018,Summary activity levels: Very low activity,Male,20
S12000047,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,17
S12000047,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,14
S12000047,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,21
S12000047,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,83
S12000047,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,86
S12000047,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,79
S12000047,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,38
S12000047,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,36
S12000047,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,40
S12000047,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,33
S12000047,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,35
S12000047,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,32
S12000047,2016-2019,Life satisfaction: Mode (8),All,29
S12000047,2016-2019,Life satisfaction: Mode (8),Female,29
S12000047,2016-2019,Life satisfaction: Mode (8),Male,28
S12000047,2016-2019,Obesity: Not obese,All,69
S12000047,2016-2019,Obesity: Not obese,Female,66
S12000047,2016-2019,Obesity: Not obese,Male,71
S12000047,2016-2019,Obesity: Obese,All,31
S12000047,2016-2019,Obesity: Obese,Female,34
S12000047,2016-2019,Obesity: Obese,Male,29
S12000047,2016-2019,Overweight: Not overweight or obese,All,32
S12000047,2016-2019,Overweight: Not overweight or obese,Female,33
S12000047,2016-2019,Overweight: Not overweight or obese,Male,31
S12000047,2016-2019,Overweight: Overweight (including obese),All,68
S12000047,2016-2019,Overweight: Overweight (including obese),Female,67
S12000047,2016-2019,Overweight: Overweight (including obese),Male,69
S12000047,2016-2019,Summary activity levels: Low activity,All,5
S12000047,2016-2019,Summary activity levels: Low activity,Female,5
S12000047,2016-2019,Summary activity levels: Low activity,Male,5
S12000047,2016-2019,Summary activity levels: Meets recommendations,All,63
S12000047,2016-2019,Summary activity levels: Meets recommendations,Female,58
S12000047,2016-2019,Summary activity levels: Meets recommendations,Male,68
S12000047,2016-2019,Summary activity levels: Some activity,All,11
S12000047,2016-2019,Summary activity levels: Some activity,Female,12
S12000047,2016-2019,Summary activity levels: Some activity,Male,9
S12000047,2016-2019,Summary activity levels: Very low activity,All,22
S12000047,2016-2019,Summary activity levels: Very low activity,Female,25
S12000047,2016-2019,Summary activity levels: Very low activity,Male,19
S12000049,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,16
S12000049,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,17
S12000049,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,16
S12000049,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,84
S12000049,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,83
S12000049,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,84
S12000049,2015-2018,Obesity: Not obese,All,72
S12000049,2015-2018,Obesity: Not obese,Female,67
S12000049,2015-2018,Obesity: Not obese,Male,76
S12000049,2015-2018,Obesity: Obese,All,28
S12000049,2015-2018,Obesity: Obese,Female,33
S12000049,2015-2018,Obesity: Obese,Male,24
S12000049,2015-2018,Overweight: Not overweight or obese,All,38
S12000049,2015-2018,Overweight: Not overweight or obese,Female,38
